id,x,y,ra,dec,flux,flux_err,mag,mag_err,flag,a,b,NAME,RA,DEC,SPECT_TYPE,MIN_MAG_LIMIT,MIN_MAG,MAX_MAG_LIMIT,MAX_MAG,VARIABILITY_TYPE,PERIOD_LIMIT,PERIOD,PERIOD_FLAG,VARIABLE_STAR_NUMBER,VARIABLE_STAR_CPT,NOTE_FLAG,LII,BII,POSITION_FLAG,MAX_MAG_FLAG,MIN_MAG_FLAG,MIN_MAG_ALT_SYS,SEC_MIN_MAG_LIMIT,SEC_MIN_MAG,SEC_MIN_MAG_FLAG,SEC_MIN_MAG_ALT_SYS,MAG_SYSTEM,EPOCH,EPOCH_PRECISION,EPOCH_FLAG,NOVA_YEAR,NOVA_YEAR_FLAG,PERIOD_PRECISION,PERIOD_NOTE,RISE_ECLIPSE_TIME,RISE_ECLIPSE_TIME_FLAG,ECLIPSE_VAR_NOTE,REF_STAR,REF_CHART,COMMENT_FLAG,ALT_NAME,PM_RA,PM_DEC,COORDINATES_EPOCH,COORDINATES_EPOCH_FLAG,REF_ASTROMETRY_FLAG,REF_ASTROMETRY,NEW_VARIABILITY_TYPE,CLASS,dist
537.0,4687.796751206752,50.64373889986617,311.04145573020173,46.81514644403482,24378.46796875,4297.295151949509,-10.967516023753063,0.19138729041480468,0.0,1.1531617641448977,0.725714385509491,V1204 Cyg ,311.04496,46.81772,                 , ,17.5, ,14.5,EA        , ,0.0, ,311204, , ,85.79053,2.5693799999999998, , , ,  , ,0.0, ,  ,p ,39355.51,2, ,0, ,0,   ,0, , ,03903,03903, ,           ,0.0,0.0,1952.5510000000002, , ,A2.0     ,          ,"               ALGOL STAR
",12.664
15805.0,2895.3846722477147,1438.70127062958,315.1457453844415,44.75802556552533,180782.72343750004,4330.668903695768,-13.142892311555949,0.026008923475413004,0.0,3.0135402679443364,2.378554105758667,CO Cyg    ,315.14354,44.758309999999994,K5               , ,10.6, ,9.6,LB        , ,0.0, ,310115, , ,86.03384,-0.9441299999999999, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,00104,01141, ,           ,0.005,-0.005,2000.0, , ,Tyc2     ,          ,"                  STAR K5
",5.73
15626.0,3459.385400241601,1412.589202935085,313.9064205836282,44.77948197911151,97775.66859375,4324.1178006147975,-12.475576985891372,0.04801655992017101,0.0,1.7476660013198853,1.4117536544799805,V3089 Cyg ,313.90312,44.779579999999996,M6               , ,13.15, ,12.86,SRB       , ,44.9, ,313089, , ,85.47507,-0.26313000000000003, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,1,   ,0, , ,82001,GSC  , ,           ,-0.004,-0.004,2000.0, , ,Gaia DR2 ,          ,"                  STAR M6
",8.442
15688.0,3200.3638469218354,1414.510831511976,314.4750913639968,44.78707644224377,158724.64625000005,4331.159628927338,-13.001610919585788,0.02962675884819113,0.0,4.795289516448975,3.8042571544647217,V2141 Cyg ,314.47157999999996,44.788140000000006,                 , ,7.38, ,7.11,LB        , ,0.0, ,312141, , ,85.74369,-0.5643100000000001, , , ,  , ,0.0, ,  ,Hp,0.0,0, ,0, ,0,   ,0, , ,HIP  ,HIP  , ,           ,-0.012,-0.009000000000000001,2000.0, , ,Hip      ,          ,"                     STAR
",9.754
15770.0,2688.109243008124,1420.2627509757074,315.6010229856582,44.790712607222176,172954.48828125006,4335.836969753505,-13.094829591800899,0.02721857768926432,0.0,6.8247222900390625,5.727131366729736,V1981 Cyg ,315.60083,44.79097,                 , ,8.1, ,7.5,SRB       , ,0.0, ,311981, , ,86.27289,-1.16622, , , ,  , ,0.0, ,  ,B ,0.0,0, ,0, ,0,   ,0, , ,71209,BD   , ,           ,-0.006,-0.004,2000.0, , ,Hip      ,          ,"                     STAR
",1.05
15129.0,3632.1043166207332,1354.7362921605793,313.523820082659,44.86142834613264,48462.14890624998,4324.49980274092,-11.713506669233134,0.09688522092547314,0.0,1.142469048500061,0.9812656044960022,V1925 Cyg ,313.52025,44.861470000000004,                 , ,15.9, ,15.3,LB        , ,0.0, ,311925, , ,85.36242,-0.0028, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,69112,69112, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",9.111
14763.0,4542.350600130265,1307.0166754542845,311.5247968454937,44.869689333906614,236332.67640625013,4331.0074805299355,-13.43380943317328,0.019897086159200626,0.0,3.13710880279541,2.535710096359253,RR Cyg    ,311.519,44.86936,M3III            , ,12.8, ,11.9,SRB       , ,235.0, ,310010, ,Y,84.46934,1.09919, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,00104,00103, ,           ,0.001,-0.001,2000.0, , ,Tyc2     ,          ,"               STAR M3III
",14.837
14255.0,3134.107347360492,1253.925484102795,314.61474837487947,45.04096174655629,125104.35625,4333.352137923943,-12.7431810812359,0.03760762170989604,0.0,2.6273508071899414,1.7155313491821291,V349 Cyg  ,314.61307999999997,45.041140000000006,M4               , ,14.6, ,13.4,LB        , ,0.0, ,310349, , ,86.00075,-0.475, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,01243,01242, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                  STAR M4
",4.292
14110.0,3505.182086794121,1238.3545152165586,313.7957660684462,45.05017066636044,109542.96890625004,4316.34522355502,-12.598961268223945,0.042781497783388286,0.0,2.6507036685943604,1.3434066772460938,V2023 Cyg ,313.79304,45.05072,                 , ,12.18, ,11.77,INA       , ,0.0, ,312023, , ,85.63154,-0.02837, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,72028,72076, ,           ,0.0,0.0,2000.0, , ,AC       ,          ,"                     STAR
",7.21
13902.0,3710.2778602549593,1213.4834078803376,313.3422291358208,45.07820373113557,40088.24015625,4323.531500423728,-11.507542478665387,0.11709705050972218,0.0,2.233705997467041,1.2508572340011597,V1709 Cyg ,313.3375,45.073609999999995,                 , ,20.5, ,16.3,UVN       , ,0.0, ,311709, , ,85.44191,0.23258,:, , ,  , ,0.0, ,  ,U ,0.0,0, ,0, ,0,   ,0, , ,08508,     , ,           ,0.0,0.0,0.0, , ,         ,          ,"             UV CETI TYPE
",20.446
13809.0,3038.772210946704,1210.7644670003115,314.82376530894817,45.11154776209881,59040.34249999999,4316.590178891205,-11.92787217053969,0.07938094597478923,0.0,1.1412025690078735,0.999411642551422,V2713 Cyg ,314.82254,45.11186,                 , ,12.54, ,12.33,EW        , ,0.69316, ,312713, , ,86.15104000000001,-0.54052, , , ,  , ,12.53, ,  ,w ,52859.4347,4, ,0, ,5,   ,0, , ,81044,81044, ,           ,-0.006999999999999999,-0.003,2000.0, , ,UCAC2    ,          ,"               W UMA STAR
",3.31
12733.0,3582.7276165297017,1103.2994990591017,313.6163261345047,45.25769431075863,185190.69671875,4331.177799019425,-13.16904791394801,0.025392833597800826,0.0,4.349837303161621,2.7741079330444336,V3087 Cyg ,313.61537000000004,45.25772,M4               , ,10.77, ,10.27,SRB       , ,175.0,:,313087, , ,85.70889,0.20089, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,82001,GSC  , ,           ,-0.003,-0.005,2000.0, , ,Gaia EDR3,          ,"                  STAR M4
",2.425
12709.0,2740.75521892608,1103.3617276728976,315.4810538531601,45.286634665587904,169777.4921875,4335.470589473247,-13.074700285637196,0.02772556787714021,0.0,3.23699164390564,2.945062160491944,V2742 Cyg ,315.47929,45.28911,                 , ,10.1, ,9.25,SR        , ,294.0, ,312742, , ,86.58926,-0.77194, , , ,  , ,0.0, ,  ,w ,52835.0,0, ,0, ,0,   ,0, , ,81276,81276, ,           ,-0.005,-0.003,2000.0, , ,UCAC2    ,          ,"                     STAR
",9.968
12112.0,4123.046686419583,1050.6561275659933,312.41832476594453,45.305445641706974,165855.44546875005,4338.051618004189,-13.049324337787766,0.028398101047964495,0.0,2.1272122859954834,1.756014704704285,V3071 Cyg ,312.41442,45.306329999999996,M5:e             , ,12.58, ,12.34,LB        , ,0.0, ,313071, , ,85.20669000000001,0.88223, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,82001,GSC  , ,           ,-0.003,-0.004,2000.0, , ,Gaia DR2 ,          ,"                 STAR M5e
",10.387
11897.0,4536.901190220302,1026.6574102431632,311.50313515134985,45.30801363691924,228299.9132812501,4348.2691916763,-13.396264366313392,0.020679260108265048,0.0,2.6329503059387207,2.37442398071289,BZ Cyg    ,311.49917,45.30697,F8Ib-G5Ib        , ,10.53, ,10.0,DCEP      , ,10.141932, ,310103, ,Y,84.80254000000001,1.38332, , , ,  , ,0.0, ,  ,V ,43774.037000000004,3, ,0, ,6,   ,50, , ,09029,00799, ,           ,-0.004,-0.005,2000.0, , ,Tyc2     ,          ,"                 STAR F8I
",10.719
11444.0,4043.257273937031,982.2787890737144,312.5882526522526,45.41825856751833,188824.7425,4340.698231563673,-13.190147252807293,0.02495887541823745,0.0,6.069727420806885,2.215156078338623,DS Cyg    ,312.5885,45.416470000000004,"C3,2-C5,4(Nea:)  ", ,16.0, ,12.7,LB        , ,0.0, ,310141, , ,85.36941999999999,0.8574, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,00612,07115, ,           ,0.0,0.0,1991.25, , ,Tyc2     ,          ,"                     STAR
",6.469
10648.0,4507.504494816732,918.0709397884564,311.5549475616911,45.48027939960014,188356.09843750013,4337.612688845963,-13.187449214983447,0.02500318905289397,0.0,2.350249528884888,1.9370864629745483,V514 Cyg  ,311.55228999999997,45.47858,K3               , ,13.2, ,12.4,DCEP      , ,5.09891, ,310514, , ,84.95994,1.4613200000000002, , , ,  , ,0.0, ,  ,p ,36445.69,2, ,0, ,5,   ,24, , ,00001,02285, ,           ,0.0,0.0,1983.523, , ,GSC      ,          ,"                  STAR K3
",9.079
8374.0,4825.131533278342,723.4964908922681,310.82701864772093,45.75216855892587,121899.603125,4329.945420340191,-12.715005729162796,0.038565986984135235,0.0,3.028228282928467,2.1150500774383545,V511 Cyg  ,310.82507999999996,45.755,                 , ,16.9, ,14.7,EA/SD     , ,4.015569999999999, ,310511, , ,84.86064,2.03165, , , ,  , ,0.0, ,  ,p ,28460.3,2, ,0, ,5,   ,9, , ,00612,02372, ,           ,0.0,0.0,1954.489, , ,A2.0     ,          ,"               ALGOL STAR
",11.297
9077.0,2711.6742092470645,791.1362024284692,315.54192551335035,45.77628825419491,79811.76171875003,4325.082600566,-12.255167243199825,0.0588371772139538,0.0,1.7543225288391107,1.3971431255340576,V407 Cyg  ,315.54104,45.77583,Mep              ,>,17.0, ,13.3,M+NB:     , ,745.0, ,310407, ,Y,86.98267,-0.48208999999999996, , , ,  , ,0.0, ,  ,p ,29710.0,0, ,0, ,0,   ,0, , ,03750,03750, ,           ,0.0,0.0,1993.486, , ,GCVS     ,          ,"                 STAR M0e
",2.769
8350.0,2655.5315602649866,723.6137505283876,315.6669506765043,45.88285445338818,249835.00375000012,4335.6010862105395,-13.494133215504307,0.01884171152172848,0.0,4.138216018676759,3.814632654190064,V2436 Cyg ,315.66983,45.88478,K2V              ,(,0.03, ,7.69,BY        , ,10.526, ,312436, , ,87.12373000000001,-0.47703, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,3,   ,0, , ,78018,DM   , ,           ,0.402,0.142,2000.0, , ,Hip      ,          ,"                 STAR K2V
",10.006
7197.0,3110.253561894663,618.4963110833486,314.64468452726175,46.03692041693098,116857.85078125002,4332.400517701619,-12.669144736545519,0.04025270073113691,0.0,2.507037878036499,1.337859272956848,V350 Cyg  ,314.64587,46.04014,                 , ,0.0, ,13.7,CST:      , ,0.0, ,310350, , ,86.77166,0.16079000000000002, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,01243,01242, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                     STAR
",11.963
6532.0,4420.900853741492,555.4697229255313,311.70450625478423,46.054212886353476,226459.21187500012,4342.002643006451,-13.387474978865724,0.020817300526815186,0.0,9.633522987365724,4.857306003570557,CY Cyg    ,311.70932999999997,46.05192,CS(M2p)          , ,11.7, ,11.0,LB        , ,0.0, ,310125, ,Y,85.47608000000001,1.7343, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,00104,BD   , ,           ,-0.004,-0.006,2000.0, , ,Tyc2     ,          ,"                  STAR M2
",14.607
6614.0,3333.8720990289257,590.3250092086978,314.1415246082104,46.07247459099248,107465.97109375003,4325.2381502171365,-12.578177418634507,0.04369818283961832,0.0,2.30222225189209,1.3707689046859741,V2564 Cyg ,314.14075,46.07411,Me               , ,12.6, ,12.0,SR        , ,51.8, ,312564, , ,86.56903,0.44883, , , ,  , ,0.0, ,  ,w ,0.0,0, ,0, ,1,   ,0, , ,80001,GSC  , ,           ,0.0,0.0,2000.441, , ,2MASS    ,          ,"                 STAR M0e
",6.197
6247.0,2686.946684252373,564.2265773664752,315.5949371830403,46.132019818962576,147550.03968750004,4323.789057607633,-12.92234832662756,0.031816286403746334,0.0,1.5981186628341677,1.421286940574646,V2053 Cyg ,315.59542000000005,46.13219,                 , ,17.2, ,16.0,LB        , ,0.0, ,312053, , ,87.2746,-0.27423000000000003, , , ,  , ,0.0, ,  ,B ,0.0,0, ,0, ,0,   ,0, , ,73134,73134, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                     STAR
",1.351
6204.0,2585.6474686891893,555.569601966677,315.8229206756211,46.14683101740565,88017.654375,4319.945379790699,-12.361424476644125,0.053288412815833686,0.0,2.3400099277496342,1.2810121774673462,V355 Cyg  ,315.824,46.148140000000005,                 , ,15.7, ,14.2,EA/DS     , ,8.43111, ,310355, ,Y,87.3917,-0.38206999999999997, , , ,  , ,14.3, ,  ,p ,28451.19,2, ,0, ,5,   ,6, ,0,02700,01242, ,           ,0.0,0.0,1952.5510000000002, , ,A2.0     ,          ,"               ALGOL STAR
",5.427
6424.0,2821.965336521198,548.1690859594785,315.2908011639286,46.154779259655704,236412.37750000003,4337.086903383422,-13.434175526327078,0.01991829837329775,0.0,9.07805347442627,6.9535460472106925,V1931 Cyg ,315.29554,46.15578,                 , ,5.48, ,5.33,E+BE      , ,0.0, ,311931, , ,87.15484000000001,-0.10282999999999999, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,69117,BD   , ,           ,0.006,0.003,2000.0, , ,Hip      ,          ,"                  BE STAR
",12.354
7075.0,261.08999383502623,2510.4552749891072,320.79581713639595,42.995282679175226,45426.92890625,4324.148855428806,-11.643283443172793,0.103350261180798,0.0,1.230500340461731,0.933079719543457,V2439 Cyg ,320.79967,42.990829999999995,                 , ,16.0, ,13.2,M:        , ,0.0, ,312439, , ,87.53862,-5.125, , , ,  , ,0.0, ,  ,w ,0.0,0, ,0, ,0,   ,0, , ,78006,2MASS, ,           ,0.0,0.0,1998.7820000000002, , ,2MASS    ,          ,"                     STAR
",18.97
6804.0,2117.056486732944,2482.3387097900777,316.8332029322877,43.12629154216877,80691.69171875001,4328.224588294692,-12.267072051599081,0.05823784379456672,0.0,2.252983808517456,1.2342373132705688,V525 Cyg  ,316.834,43.12144,                 , ,15.6, ,13.3,EA/SD     , ,2.40332, ,310525, ,Y,85.62385,-2.9423, , , ,  , ,0.0, ,  ,p ,44912.508,3, ,0, ,6,   ,12, , ,00001,02285, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"               ALGOL STAR
",17.591
5202.0,594.1092516221912,2330.903054560074,320.1053593045696,43.30192476660226,151006.16875000007,4348.456873851919,-12.94748672252702,0.031265458238244184,0.0,3.0809926986694336,2.5658059120178223,V594 Cyg  ,320.09754,43.303059999999995,M6               , ,15.0, ,13.6,LB        , ,0.0, ,310594, , ,87.39719000000001,-4.541869999999999, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,01262,02286, ,           ,0.0,0.0,1983.6729999999998, , ,GSC      ,          ,"                  STAR M6
",20.889
5020.0,1854.3966891567434,2316.516338869117,317.40127483292235,43.382295548505795,71456.92406250001,4314.980729859926,-12.135110794029536,0.06556300684234449,0.0,1.6194969415664673,1.1909521818161009,V1552 Cyg ,317.40512,43.37917,                 , ,15.5, ,14.7,LB        , ,0.0, ,311552, , ,86.09569,-3.0744, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,07010,04341, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                     STAR
",15.094
4408.0,1196.3608294482667,2255.855923593457,318.8193651300212,43.45509821677268,154993.67609375002,4336.799519356843,-12.975784947141593,0.030379434629934875,0.0,3.785720586776733,3.2101385593414307,V701 Cyg  ,318.818,43.45081,C                , ,13.1, ,12.4,LB        , ,0.0, ,310701, , ,86.85271999999999,-3.7725199999999997, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,01262,02285, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                     STAR
",15.844
4318.0,1209.4026928039318,2252.156469706303,318.7915895820757,43.461506945985725,68871.11640625,4302.468857691621,-12.095092807475796,0.06782736294102276,0.0,1.5586334466934204,1.3990731239318848,V2616 Cyg ,318.79175,43.458220000000004,                 ,(,0.75, ,13.8,EA        , ,6.9283333, ,312616, , ,86.84488,-3.7536300000000002, , , ,  ,(,0.5, ,  ,w ,52864.4059,4, ,0, ,7,   ,4, , ,80087,80087, ,           ,-0.006999999999999999,0.004,2000.0, , ,UCAC2    ,          ,"               ALGOL STAR
",11.84
3741.0,1185.4038347052235,2201.9341395046617,318.84696525463926,43.53906689952938,118375.02875000006,4323.457581467638,-12.683150243723464,0.03965476904634275,0.0,2.796539068222046,1.3555212020874023,V2617 Cyg ,318.84925,43.53597,                 ,(,0.4, ,14.4,EB        , ,0.5058560000000001, ,312617, , ,86.93005,-3.72994, , , ,  ,(,0.2, ,  ,w ,53621.572,3, ,0, ,6,   ,0, , ,80087,80087, ,           ,0.001,0.004,2000.0, , ,UCAC2    ,          ,"            BETA LYR STAR
",12.643
3364.0,400.00187070893134,2171.271812552879,320.5400109627667,43.53706977714384,32498.98875,4310.464100737878,-11.279674618821984,0.14400530950309354,0.0,1.445048451423645,0.8536913394927979,V599 Cyg  ,320.53571,43.53914,                 , ,18.0, ,13.6,M         , ,218.0, ,310599, , ,87.79026999999999,-4.60087, , ,:,  , ,0.0, ,  ,p ,37550.0,0, ,0, ,1,   ,0, , ,05348,02286, ,           ,0.0,0.0,1953.6789999999999, , ,A2.0     ,          ,"                     STAR
",13.473
2767.0,2068.621856618646,2115.1662522949728,316.94595880418046,43.70151623673426,155228.03375000006,4324.676844430113,-12.977425390944102,0.030248777301650983,0.0,2.733904361724853,2.07352066040039,V2058 Cyg ,316.94779,43.69842,                 , ,16.7, ,15.4,SR        , ,0.0, ,312058, , ,86.10622,-2.61428, , , ,  , ,0.0, ,  ,B ,0.0,0, ,0, ,0,   ,0, , ,73134,73134, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                     STAR
",12.123
1976.0,762.7202814785146,2042.0458616474875,319.77257525464637,43.765602642252254,187719.31375000012,4340.570896639058,-13.183772394706498,0.025105115065979625,0.0,4.460489749908447,2.2806742191314697,V2618 Cyg ,319.76682999999997,43.763529999999996,OB               , ,11.1, ,10.56,EA        , ,47.615, ,312618, ,Y,87.55721,-4.04785, , , ,  , ,11.0,:,  ,w ,51338.75,3, ,0, ,3,   ,3, , ,80042,GSC  , ,           ,0.0,-0.004,2000.0, , ,Tyc2     ,          ,"                  STAR O0
",16.697
1589.0,1791.8837455805576,2021.4854329848565,317.54763979154654,43.84352404986401,40749.27843750001,4320.564432853363,-11.52529980732885,0.11511843668432245,0.0,1.3231319189071655,0.8579472899436951,V3114 Cyg ,317.55042000000003,43.840140000000005,                 , ,14.78, ,14.32,EA        , ,2.4527, ,313114, , ,86.50582,-2.83819, , , ,  , ,14.4, ,  ,V ,57720.731,3, ,0, ,4,   ,12, , ,82001,USNO , ,           ,-0.002,0.0,2000.0, , ,Gaia DR2 ,          ,"               ALGOL STAR
",14.161
731.0,839.3052600355286,1927.2688156288625,319.6181143556656,43.95022475231208,233860.33453125003,4342.854830008857,-13.422391416482848,0.02016243896341152,0.0,9.748579025268556,8.740360260009767,V1809 Cyg ,319.61329,43.94594,                 , ,5.09, ,4.98,ELL       , ,0.0, ,311809, , ,87.61008000000001,-3.8410800000000003, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,67352,67352, ,           ,0.005,-0.009000000000000001,2000.0, , ,Hip      ,          ,"                     STAR
",19.857
73.0,1003.3351263034492,1894.825246917432,319.26537957190664,44.01076687307207,72377.33031250004,4324.2230597313655,-12.149006399543998,0.06486790149801185,0.0,1.3413774967193604,1.180211305618286,V1066 Cyg ,319.26358,44.00792,                 , ,14.2, ,13.8,EA/KE     , ,1.548602, ,311066, , ,87.47855,-3.6175900000000003, , , ,  , ,0.0, ,  ,p ,27960.49,3, ,0, ,6,   ,10, , ,07010,04341, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"               ALGOL STAR
",11.258
18434.0,4617.526217332736,1851.6310268782252,311.4269273976958,44.012067297167455,141076.3175,4329.121781897571,-12.873635287002692,0.03331731602232401,0.0,1.9016512632369995,1.636495590209961,V2430 Cyg ,311.42967000000004,44.01236,                 , ,15.8, ,13.3,M:        , ,0.0, ,312430, , ,83.75981999999999,0.6142, , , ,  , ,0.0, ,  ,w ,0.0,0, ,0, ,0,   ,0, , ,78006,2MASS, ,           ,0.0,0.0,1998.9029999999998, , ,2MASS    ,          ,"                     STAR
",7.179
107.0,1423.779035167347,1897.4390169838684,318.35240790454736,44.026578073225785,61531.20203125003,4310.780013179895,-11.97273849812312,0.0760649845371151,0.0,1.4697326421737669,0.9962907433509828,V1480 Cyg ,318.35396000000003,44.02364,                 ,>,17.5, ,16.4,M         , ,136.0, ,311480, , ,87.03634,-3.13459, , , ,  , ,0.0, ,  ,p ,29130.0,0, ,0, ,0,   ,0, , ,07010,04341, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",11.314
40.0,1394.1469150743792,1890.4157396973121,318.417214151962,44.03642162369616,59937.69984375003,4310.5951816244315,-11.944250181344955,0.07808389819673088,0.0,1.6995811462402344,1.1158100366592407,V584 Cyg  ,318.41929,44.03581,                 ,>,16.5, ,14.9,M         , ,331.0, ,310584, , ,87.07757,-3.1602900000000003, , , ,  , ,0.0, ,  ,p ,28225.0,0, ,0, ,0,   ,0, , ,01262,02373, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",5.806
18611.0,3132.6201681777684,1879.4647539950824,314.64062095620244,44.06067837340083,33795.99843750001,4307.561853118015,-11.322163203401773,0.13838549160825475,0.0,1.43296480178833,0.8458495736122131,V752 Cyg  ,314.64004,44.059940000000005,ea               , ,18.1, ,15.3,INS       , ,0.0, ,310752, ,Y,85.27072,-1.13096, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,07115,07115, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",3.054
18543.0,3342.488520942217,1868.5272072392886,314.1849323951577,44.070252900523826,25708.6003125,4324.91082570641,-11.025196081036842,0.1826514165976077,0.0,1.4089962244033811,0.7093228101730347,V1927 Cyg ,314.18346,44.07053,                 , ,17.7, ,16.5,INT:      , ,0.0, ,311927, , ,85.06493,-0.87521, , , ,  , ,0.0, ,  ,U ,0.0,0, ,0, ,0,   ,0, , ,69116,69115, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"             T TAURI STAR
",3.937
18280.0,3773.001888271381,1821.4811839613144,313.24878898150416,44.12274153778633,156155.57859375005,4321.741396543037,-12.983893759587266,0.030048693386971564,0.0,2.3637664318084717,1.8228285312652588,V2561 Cyg ,313.24279,44.12219,G5V              , ,10.62, ,10.47,BY        , ,7.1663, ,312561, , ,84.66856,-0.3257, , , ,  , ,0.0, ,  ,w ,0.0,0, ,0, ,4,   ,0, , ,80170,80170, ,           ,-0.01,-0.01,2000.0, , ,Tyc2     ,          ,"                 STAR G5V
",15.63
18274.0,2588.096796086787,1823.627303222456,315.82269653734795,44.159423169883915,32977.3865625,4316.61863865254,-11.295540587757454,0.14211887680172536,0.0,1.287633180618286,0.8140833973884583,V2054 Cyg ,315.82437000000004,44.158390000000004,                 , ,16.3, ,15.3,LB:       , ,0.0, ,312054, , ,85.90556,-1.70544, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,73134,73134, ,           ,0.0,0.0,1990.6970000000001, , ,GCVS     ,          ,"                     STAR
",5.702
17999.0,3992.481608980573,1767.7486745970996,312.76887451445793,44.19308652042223,65518.04593750001,4326.471361391115,-12.040902340500555,0.0716963781305772,0.0,2.0921103954315186,1.042644739151001,V1598 Cyg ,312.76653999999996,44.19464,                 , ,15.5, ,13.8,UVN       , ,0.0, ,311598, ,Y,84.50616,-0.01649, , , ,  , ,0.0, ,  ,U ,0.0,0, ,0, ,0,   ,0, , ,07498,GSC  , ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"             UV CETI TYPE
",8.221
17841.0,4000.780950682028,1736.5026682824202,312.7482049127927,44.241420929095604,40091.614531250016,4314.394748343185,-11.507633865239296,0.1168397590035515,0.0,2.526134967803955,1.0907701253890991,V1597 Cyg ,312.74342,44.245670000000004,                 , ,18.7, ,15.7,UVN       , ,0.0, ,311597, ,Y,84.53499000000001,0.02876, , , ,  , ,0.0, ,  ,U ,0.0,0, ,0, ,0,   ,0, , ,07753,USNO , ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"             UV CETI TYPE
",19.654
17871.0,3769.9797003845756,1739.2138424968552,313.249375002164,44.251720259550886,110943.3025,4325.640113035295,-12.612752723944011,0.04233247049299318,0.0,2.331714630126953,1.5154393911361694,V2022 Cyg ,313.24512000000004,44.251059999999995,                 , ,12.15, ,11.88,INA       , ,0.0, ,312022, , ,84.76857,-0.24441999999999997, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,72028,72076, ,           ,-0.003,-0.002,2000.0, , ,UCAC2    ,          ,"                     STAR
",11.227
17935.0,3091.6585442021483,1753.8028078369337,314.7253023097763,44.25891367917421,127878.15765624998,4309.320748407601,-12.766990926883704,0.03658783986424485,0.0,1.6676554679870603,1.5230783224105835,V1057 Cyg ,314.72392,44.25789,B3-Ke(T)         , ,16.5, ,10.3,INT       , ,0.0, ,311057, ,Y,85.45983000000001,-1.04698, , , ,  , ,0.0, ,  ,B ,0.0,0, ,0, ,0,   ,0, , ,     ,06505, ,           ,0.0,0.0,1991.6, , ,Lit.     ,          ,"                  STAR B3
",5.127
17798.0,3046.3050546758063,1730.449320941466,314.8233304608451,44.29685157972325,45724.23125,4324.183232270576,-11.650366031314848,0.10267908640419617,0.0,1.338704228401184,0.9792018532752992,V2024 Cyg ,314.82178999999996,44.29622,                 , ,14.4, ,14.24,INA       , ,0.0, ,312024, , ,85.53471,-1.07482, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,72028,72076, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",4.574
